municipality,type,iata_code,latitude_deg,longitude_deg,iso_country
Odiham,medium_airport,ODH,51.2341003418,-0.94282501936,GB
Cosford,medium_airport,,52.639999,-2.30558,GB
London,medium_airport,NHT,51.553001403799996,-0.418166995049,GB
Coningsby,medium_airport,QCY,53.0929985046,-0.166014000773,GB
Dishforth,medium_airport,,54.1371994019,-1.42025005817,GB
Leeming,medium_airport,,54.2924,-1.5354,GB
Church Fenton,medium_airport,,53.834301,-1.1955,GB
Thetford,medium_airport,BEQ,52.34260177612305,0.7729390263557434,GB
Scampton,medium_airport,SQZ,53.307800293,-0.550832986832,GB
Wittering,medium_airport,,52.612598,-0.476453,GB
Linton-On-Ouse,medium_airport,HRT,54.0489006042,-1.2527500391,GB
Waddington,medium_airport,WTN,53.1661987305,-0.523810982704,GB
Topcliffe,medium_airport,,54.205501556399994,-1.3820899725,GB
Cranwell,medium_airport,,53.0303001404,-0.48324200511,GB
Grantham,medium_airport,,52.962200164799995,-0.561625003815,GB
Marham,medium_airport,KNF,52.648395,0.550692,GB
Mount Pleasant,medium_airport,MPN,-51.82279968261719,-58.447200775146484,FK
Amsterdam,large_airport,AMS,52.308601,4.76389,NL
Weert,medium_airport,,51.255299,5.60139,NL
Maastricht,medium_airport,MST,50.911701,5.77014,NL
Arnhem,medium_airport,,52.0606,5.87306,NL
Venray,medium_airport,,51.51729965209961,5.855720043182373,NL
Eindhoven,large_airport,EIN,51.4500999451,5.37452983856,NL
Groningen,medium_airport,GRQ,53.1197013855,6.57944011688,NL
Breda,medium_airport,GLZ,51.56740188598633,4.931829929351807,NL
Den Helder,medium_airport,DHR,52.92340087890625,4.780620098114014,NL
Lelystad,medium_airport,LEY,52.4603,5.52722,NL
Leeuwarden,medium_airport,LWR,53.228599548339844,5.760560035705566,NL
Rotterdam,medium_airport,RTM,51.956902,4.43722,NL
Enschede,medium_airport,ENS,52.275833,6.889167,NL
Uden,medium_airport,,51.657222,5.7077778,NL
Bergen Op Zoom,medium_airport,WOE,51.4491,4.34203,NL
Cork,medium_airport,ORK,51.841301,-8.49111,IE
Galway,medium_airport,GWY,53.300201416015625,-8.941590309143066,IE
Donegal,medium_airport,CFN,55.0442008972168,-8.340999603271484,IE
Dublin,large_airport,DUB,53.428713,-6.262121,IE
Charlestown,medium_airport,NOC,53.910301,-8.81849,IE
Killarney,medium_airport,KIR,52.180901,-9.52378,IE
Baldonnel,medium_airport,,53.301700592,-6.451330184940001,IE
Shannon,large_airport,SNN,52.702,-8.92482,IE
Sligo,medium_airport,SXL,54.280200958252,-8.5992097854614,IE
Waterford,medium_airport,WAT,52.187198638916016,-7.0869598388671875,IE
Leixlip,medium_airport,,53.3522,-6.48611,IE
Aarhus,medium_airport,AAR,56.303331,10.618286,DK
Billund,large_airport,BLL,55.7402992249,9.15178012848,DK
Copenhagen,large_airport,CPH,55.617900848389,12.656000137329,DK
Esbjerg,medium_airport,EBJ,55.525902,8.5534,DK
Karup,medium_airport,KRP,56.29750061035156,9.124629974365234,DK
Lolland Falster / Maribo,medium_airport,MRW,54.699299,11.4401,DK
Odense,medium_airport,ODE,55.47669982910156,10.330900192260742,DK
Copenhagen,medium_airport,RKE,55.585601806640625,12.131400108337402,DK
Rønne,medium_airport,RNN,55.06330108642578,14.759599685668945,DK
Sønderborg,medium_airport,SGD,54.96440124511719,9.791729927062988,DK
Sindal,medium_airport,CNL,57.503502,10.2294,DK
Vojens,medium_airport,SKS,55.221048,9.26702,DK
Skive,medium_airport,SQW,56.550201416015625,9.172980308532715,DK
Thisted,medium_airport,TED,57.06880187988281,8.705220222473145,DK
Kolding / Vamdrup,medium_airport,,55.436298,9.33092,DK
Vágar,medium_airport,FAE,62.063256,-7.275782,FO
Skjern / Ringkøbing,medium_airport,STA,55.9901008605957,8.353910446166992,DK
Aalborg,medium_airport,AAL,57.092759,9.849243,DK
Luxembourg,large_airport,LUX,49.6233333,6.2044444,LU
Ålesund,medium_airport,AES,62.5625,6.1197,NO
Andenes,medium_airport,ANX,69.292503,16.144199,NO
Alta,medium_airport,ALF,69.976097106934,23.371700286865,NO
Brønnøy,medium_airport,BNN,65.461098,12.2175,NO
Bodø,medium_airport,BOO,67.269203,14.3653,NO
Bergen,large_airport,BGO,60.2934,5.21814,NO
Båtsfjord,medium_airport,BJF,70.60050201416,29.691400527954,NO
Berlevåg,medium_airport,BVG,70.871399,29.034201,NO
Kjevik,medium_airport,KRS,58.204201,8.08537,NO
Målselv,medium_airport,BDU,69.055801391602,18.540399551392,NO
Engeløy,medium_airport,,67.967222,14.9925,NO
Evenes,medium_airport,EVE,68.491302490234,16.678100585938,NO
Fagernes,medium_airport,VDB,61.015598,9.28806,NO
Florø,medium_airport,FRO,61.583599090576,5.0247201919556,NO
Oslo,large_airport,OSL,60.193901,11.1004,NO
Karmøy,medium_airport,HAU,59.345299,5.20836,NO
Hammerfest,medium_airport,HFT,70.679702758789,23.668600082397,NO
Honningsvåg,medium_airport,HVG,71.009697,25.983601,NO
Kvernberget,medium_airport,KSU,63.111801,7.82452,NO
Kirkenes,medium_airport,KKN,69.7258,29.8913,NO
Leknes,medium_airport,LKN,68.152496337891,13.609399795532,NO
Mehamn,medium_airport,MEH,71.02970123291,27.826700210571,NO
Årø,medium_airport,MOL,62.744701,7.2625,NO
Mosjøen,medium_airport,MJF,65.783997,13.2149,NO
Lakselv,medium_airport,LKL,70.068802,24.973499,NO
Notodden,medium_airport,NTB,59.565701,9.21222,NO
Ørland,medium_airport,OLA,63.69889831542969,9.604000091552734,NO
Ørsta,medium_airport,HOV,62.180000305176,6.0741000175476,NO
Mo i Rana,medium_airport,MQN,66.363899230957,14.301400184631,NO
Rørvik,medium_airport,RVK,64.838302612305,11.14610004425,NO
Røros,medium_airport,RRS,62.578399658203,11.342300415039,NO
Oslo,medium_airport,RYG,59.378817,10.785439,NO
Longyearbyen,medium_airport,LYR,78.246101379395,15.465600013733,NO
Svolvær,medium_airport,SVJ,68.243301,14.6692,NO
Hadsel,medium_airport,SKN,68.578827,15.033417,NO
Geiteryggen,medium_airport,SKE,59.185001373291016,9.566940307617188,NO
Leirvik,medium_airport,SRP,59.791901,5.34085,NO
Sørkjosen,medium_airport,SOJ,69.786796569824,20.959400177002,NO
Vardø,medium_airport,VAW,70.355400085449,31.044900894165,NO
Alstahaug,medium_airport,SSJ,65.956802,12.4689,NO
Tromsø,large_airport,TOS,69.683296,18.9189,NO
Torp,medium_airport,TRF,59.1866989136,10.258600235,NO
Trondheim,large_airport,TRD,63.457802,10.924,NO
Vadsø,medium_airport,VDS,70.065299987793,29.844699859619,NO
Yan'an (Baota),medium_airport,ENY,36.479413,109.464083,CN
Stavanger,large_airport,SVG,58.876701,5.63778,NO
Bydgoszcz,medium_airport,BZG,53.096802,17.977699,PL
Lębork,medium_airport,,54.416,17.7633,PL
Dęblin,medium_airport,,51.551399231,21.8936004639,PL
Gdańsk,large_airport,GDN,54.377601623535156,18.46619987487793,PL
,medium_airport,,52.8293991089,18.3306007385,PL
Kraków,large_airport,KRK,50.077702,19.7848,PL
,medium_airport,,52.3316993713,16.9664001465,PL
Katowice,medium_airport,KTW,50.4743,19.08,PL
Lublin,medium_airport,LUZ,51.240278,22.713611,PL
,medium_airport,,51.551700592,19.179100036599998,PL
Łódź,medium_airport,LCJ,51.721900939899996,19.3980998993,PL
Leszno,medium_airport,,51.834999,16.5219,PL
Leczyca,medium_airport,,52.004699707,19.1455993652,PL
,medium_airport,,54.0269012451,19.134199142499998,PL
Mirosławiec,medium_airport,,53.395099639899996,16.0827999115,PL
,medium_airport,,52.1954994202,21.6558990479,PL
Warsaw,medium_airport,WMI,52.451099,20.6518,PL
Gdynia,medium_airport,,54.5797,18.5172,PL
Poznań,medium_airport,POZ,52.421001,16.8263,PL
,medium_airport,,52.379398,17.853901,PL
Radom,medium_airport,RDO,51.389198,21.213301,PL
Rzeszów,medium_airport,RZE,50.110001,22.018999,PL
Goleniow,medium_airport,SZZ,53.584702,14.9022,PL
,medium_airport,,53.790599823,15.826299667399999,PL
Olsztyn,medium_airport,SZY,53.481899,20.9377,PL
Tomaszów Mazowiecki,medium_airport,,51.584400177,20.0977993011,PL
Warsaw,large_airport,WAW,52.1656990051,20.967100143399996,PL
Wrocław,medium_airport,WRO,51.102699,16.885799,PL
Babimost,medium_airport,IEG,52.138500213600004,15.7986001968,PL
Folgueroles,medium_airport,,41.9527,2.3072,ES
Linköping,medium_airport,,58.40230178833008,15.525699615478516,SE
Ronneby,medium_airport,RNB,56.266701,15.265,SE
Råda,medium_airport,,58.49810028076172,13.053199768066406,SE
Gothenburg,large_airport,GOT,57.662799835205,12.279800415039,SE
Jönköping,medium_airport,JKG,57.757598876953125,14.068699836730957,SE
Gothenburg,medium_airport,GSE,57.7747,11.8704,SE
Skövde,medium_airport,KVB,58.45640182495117,13.972700119018555,SE
Trollhättan,medium_airport,THN,58.31809997558594,12.345000267028809,SE
Såtenäs,medium_airport,,58.42639923095703,12.714400291442871,SE
,medium_airport,KSK,59.34590148925781,14.49590015411377,SE
Mora,medium_airport,MXX,60.957901,14.5114,SE
Nyköping,medium_airport,NYO,58.788601,16.912201,SE
Sälen / Trysil,medium_airport,SCR,61.158393,12.842503,SE
Björkvik,medium_airport,,58.79079818725586,16.571199417114258,SE
Kristianstad,medium_airport,KID,55.92169952392578,14.08549976348877,SE
Kalmar,medium_airport,KLR,56.685501,16.2876,SE
Malmö,medium_airport,MMX,55.536305,13.376198,SE
Halmstad,medium_airport,HAD,56.69110107421875,12.820199966430664,SE
Växjö,medium_airport,VXO,56.929100036621094,14.727999687194824,SE
Sveg,medium_airport,EVG,62.047798,14.4229,SE
Gällivare,medium_airport,GEV,67.13240051269531,20.814599990844727,SE
Nyland,medium_airport,KRF,63.048599,17.7689,SE
Lycksele,medium_airport,LYC,64.548302,18.7162,SE
Sundsvall/ Härnösand,medium_airport,SDL,62.528099060058594,17.443899154663086,SE
Örnsköldsvik,medium_airport,OER,63.40829849243164,18.989999771118164,SE
Kiruna,medium_airport,KRN,67.821998596191,20.336799621582,SE
Skellefteå,medium_airport,SFT,64.62480163574219,21.076900482177734,SE
Umeå,medium_airport,UME,63.791801452637,20.282800674438,SE
Vilhelmina,medium_airport,VHM,64.579102,16.833599,SE
Arvidsjaur,medium_airport,AJR,65.59030151367188,19.28190040588379,SE
Söderhamn,medium_airport,SOO,61.26150131225586,17.09910011291504,SE
Östersund,medium_airport,OSD,63.194400787354,14.50030040741,SE
Örebro,medium_airport,ORB,59.22370147705078,15.038000106811523,SE
Råda,medium_airport,HFS,60.0201,13.5789,SE
Karlstad,medium_airport,KSD,59.444698333699996,13.337400436400001,SE
Stockholm / Västerås,medium_airport,VST,59.58940124511719,16.63360023498535,SE
Luleå,medium_airport,LLA,65.5438,22.122,SE
Stockholm,large_airport,ARN,59.651901245117,17.918600082397,SE
Stockholm,medium_airport,BMA,59.354400634765625,17.941699981689453,SE
Borlange,medium_airport,BLE,60.422001,15.5152,SE
Gävle / Sandviken,medium_airport,GVX,60.593299865722656,16.951400756835938,SE
Linköping,medium_airport,LPI,58.4062004089,15.680500030500001,SE
Norrköping,medium_airport,NRK,58.586299896240234,16.250600814819336,SE
Torsby,medium_airport,TYF,60.1576,12.9913,SE
Eskilstuna,medium_airport,EKT,59.35110092163086,16.70840072631836,SE
Visby,medium_airport,VBY,57.662799835205,18.346200942993,SE
Ängelholm,medium_airport,AGH,56.29610061645508,12.847100257873535,SE
Ljungbyhed,medium_airport,,56.082801818847656,13.212499618530273,SE
Storuman,medium_airport,SQO,64.960899,17.6966,SE
,medium_airport,PJA,67.24559783935547,23.068899154663086,SE
Hemavan,medium_airport,HMV,65.806099,15.0828,SE
Trier,medium_airport,SPM,49.9726982117,6.69250011444,DE
Ramstein,medium_airport,RMS,49.436901,7.60028,DE
,medium_airport,,52.2785,9.08217,DE
,medium_airport,,52.591202,10.0221,DE
Fritzlar,medium_airport,FRZ,51.1146,9.286,DE
Laupheim,medium_airport,,48.220299,9.91002,DE
Niederstetten,medium_airport,,49.391945,9.958889,DE
,medium_airport,,52.919399,10.185827,DE
,medium_airport,,49.698699951171875,11.940199851989746,DE
,medium_airport,,49.218101501464844,11.836099624633789,DE
Cuxhaven,medium_airport,FCN,53.7677001953,8.658499717709999,DE
Diepholz,medium_airport,,52.585556,8.342222,DE
,medium_airport,GKE,50.9608,6.04242,DE
,medium_airport,,54.312199,9.53817,DE
Rostock,medium_airport,RLG,53.9182014465,12.278300285299999,DE
,medium_airport,,50.8312,6.65817,DE
Jagel,medium_airport,WBG,54.459301,9.51633,DE
,medium_airport,,53.547798,7.66733,DE
,medium_airport,,52.457298,9.42717,DE
Wiesbaden,medium_airport,WIE,50.049800872802734,8.325400352478027,DE
,medium_airport,,50.1738014221,7.06333017349,DE
,medium_airport,,51.767799,13.1677,DE
Manching,medium_airport,IGS,48.7156982421875,11.534000396728516,DE
Lagerlechfeld,medium_airport,,48.185504,10.8612,DE
Neuburg (Donau),medium_airport,,48.710999,11.2115,DE
Daugavpils,medium_airport,DGP,55.944721,26.665001,LV
Jēkabpils,medium_airport,,56.534698,25.8925,LV
Liepāja,medium_airport,LPX,56.51750183105469,21.096900939941406,LV
Riga,large_airport,RIX,56.923599,23.9711,LV
Tukums,medium_airport,,56.9422,23.2239,LV
Ventspils,medium_airport,VNT,57.35779953,21.5442008972,LV
Kaunas,medium_airport,KUN,54.96390151977539,24.084800720214844,LT
Kėdainiai,medium_airport,,55.31169891357422,23.95639991760254,LT
Palanga,medium_airport,PLQ,55.973201751708984,21.093900680541992,LT
Panevėžys,medium_airport,PNV,55.729400634765625,24.460800170898438,LT
Šiauliai,medium_airport,SQQ,55.89390182495117,23.395000457763672,LT
Šiauliai,medium_airport,,56.070599,23.5581,LT
Vilnius,large_airport,VNO,54.634102,25.285801,LT
Alexander Bay,medium_airport,ALJ,-28.575001,16.5333,ZA
Aggeneys,medium_airport,AGZ,-29.28179931640625,18.813899993896484,ZA
Bisho,medium_airport,BIY,-32.8970985413,27.279100418099997,ZA
Bloemfontain,medium_airport,BFN,-29.092699,26.302401,ZA
Umjindi (Barberton),medium_airport,,-25.716869,30.97518,ZA
Cape Town,large_airport,CPT,-33.9648017883,18.6016998291,ZA
East London,medium_airport,ELS,-33.035599,27.825899,ZA
Ermelo,medium_airport,,-26.4955997467041,29.979799270629883,ZA
Ficksburg,medium_airport,FCB,-28.82309913635254,27.908899307250977,ZA
Midrand,medium_airport,GCJ,-25.986299514799995,28.1401004791,ZA
George,medium_airport,GRJ,-34.0056,22.378902,ZA
Johannesburg,medium_airport,QRA,-26.2425,28.151199,ZA
Harrismith,medium_airport,HRS,-28.23509979248047,29.106199264526367,ZA
Klerksdorp,medium_airport,KXE,-26.8710994720459,26.718000411987305,ZA
Kimberley,medium_airport,KIM,-28.802799224900003,24.7651996613,ZA
Mpumalanga,medium_airport,MQP,-25.3831996918,31.1056003571,ZA
Kuruman,medium_airport,KMH,-27.45669937133789,23.411399841308594,ZA
Kleinsee,medium_airport,KLZ,-29.6884002686,17.093999862700002,ZA
Johannesburg,medium_airport,HLA,-25.938499,27.9261,ZA
Lime Acres,medium_airport,LMR,-28.36009979248047,23.43910026550293,ZA
Durban,large_airport,DUR,-29.6144444444,31.1197222222,ZA
Langebaanweg,medium_airport,SDB,-32.968898773199996,18.1602993011,ZA
Ladysmith,medium_airport,LAY,-28.5816993713,29.749700546299998,ZA
Malamala,medium_airport,AAM,-24.818099975585938,31.544599533081055,ZA
Margate,medium_airport,MGH,-30.8574008942,30.343000412,ZA
Mafeking,medium_airport,MBD,-25.798400878900004,25.548000335699996,ZA
Malelane,medium_airport,LLE,-25.4300003052,31.5767002106,ZA
Silveroaks,medium_airport,,-25.7045001984,26.9090003967,ZA
Mkuze,medium_airport,MZQ,-27.626100540161133,32.0443000793457,ZA
Newcastle,medium_airport,NCS,-27.7705993652,29.976900100699996,ZA
Oudtshoorn,medium_airport,OUH,-33.6069984436,22.188999176,ZA
Johannesburg,large_airport,JNB,-26.1392,28.246,ZA
Gqeberha (Port Elizabeth),medium_airport,PLZ,-33.984901,25.6173,ZA
Plettenberg Bay,medium_airport,PBZ,-34.08816,23.328723,ZA
Phalaborwa,medium_airport,PHW,-23.937200546299998,31.1553993225,ZA
Polokwane,medium_airport,,-23.9260997772,29.4843997955,ZA
Port St Johns,medium_airport,JOH,-31.60612,29.52175,ZA
Pietermaritzburg,medium_airport,PZB,-29.649000167799997,30.3987007141,ZA
Polokwane,medium_airport,PTG,-23.845269,29.458615,ZA
Potchefstroom,medium_airport,PCF,-26.670999527,27.0818996429,ZA
Queenstown,medium_airport,UTW,-31.92020034790039,26.882200241088867,ZA
Richards Bay,medium_airport,RCB,-28.740999221800003,32.0920982361,ZA
Rustenburg,medium_airport,,-25.6443004608,27.271099090599996,ZA
Robertson,medium_airport,ROD,-33.812198638916016,19.902799606323242,ZA
Springbok,medium_airport,SBU,-29.689300537109375,17.939599990844727,ZA
Secunda,medium_airport,ZEC,-26.52409935,29.170099258399997,ZA
Saldanha-Vredenburg,medium_airport,,-32.9641,17.969299,ZA
Sishen,medium_airport,SIS,-27.6485996246,22.9993000031,ZA
Skukuza,medium_airport,SZK,-24.960899353,31.5886993408,ZA
Tzaneen,medium_airport,LTA,-23.8243999481,30.329299926799997,ZA
Ulundi,medium_airport,ULD,-28.3206005096,31.4165000916,ZA
Upington,medium_airport,UTN,-28.39909935,21.260200500499998,ZA
Mthatha,medium_airport,UTT,-31.546363184900002,28.6733551025,ZA
Vyrburg,medium_airport,VRU,-26.9824008942,24.7287998199,ZA
Durban,medium_airport,VIR,-29.770599365234375,31.058399200439453,ZA
Vredendal,medium_airport,VRE,-31.641000747680664,18.5447998046875,ZA
Vereeniging,medium_airport,,-26.566400528,27.9608001709,ZA
Pretoria,medium_airport,PRY,-25.6539,28.224199,ZA
Pretoria,medium_airport,WKF,-25.829999923699997,28.222499847399998,ZA
Cape Town,medium_airport,,-33.90019989013672,18.498300552368164,ZA
Francistown,medium_airport,FRW,-21.15914,27.468545,BW
Jwaneng,medium_airport,JWA,-24.602301,24.691,BW
Kasane,medium_airport,BBK,-17.832899,25.162399,BW
Maun,medium_airport,MUB,-19.97260093688965,23.431100845336914,BW
Gaborone,large_airport,GBE,-24.555201,25.9182,BW
Sowa,medium_airport,SXN,-20.5534,26.115801,BW
Selebi Phikwe,medium_airport,PKW,-22.0583,27.8288,BW
Brazzaville,medium_airport,BZV,-4.251699924468994,15.253000259399414,CG
Oyo,medium_airport,OLL,-1.226666,15.91,CG
Owando,medium_airport,FTX,-0.5313500165939331,15.95009994506836,CG
,medium_airport,OUE,1.6159900426899998,16.0379009247,CG
Dolisie,medium_airport,DIS,-4.20635,12.6599,CG
Pointe Noire,medium_airport,PNR,-4.81603,11.8866,CG
Manzini,medium_airport,MTS,-26.528999,31.307501,SZ
Mpaka,large_airport,SHO,-26.358611,31.716944,SZ
Bangui,medium_airport,BGF,4.39847993850708,18.518800735473633,CF
Berbérati,medium_airport,BBT,4.2215800285339355,15.786399841308594,CF
Bata,medium_airport,BSG,1.90547,9.80568,GQ
Malabo,medium_airport,SSG,3.755270004272461,8.708720207214355,GQ
Cat Hill,medium_airport,ASI,-7.9696,-14.3937,SH
Plaine Magnein,large_airport,MRU,-20.430201,57.683601,MU
Port Mathurin,medium_airport,RRG,-19.7577,63.361,MU
Diego Garcia,medium_airport,NKW,-7.31327,72.411102,IO
Tiko,medium_airport,TKC,4.08919000626,9.360529899600001,CM
Douala,medium_airport,DLA,4.0060801506,9.719479560849999,CM
Maroua,medium_airport,MVR,10.451399803161621,14.257399559020996,CM
Foumban,medium_airport,FOM,5.636919975280762,10.750800132751465,CM
N'Gaoundéré,medium_airport,NGE,7.3570098876953125,13.559200286865234,CM
Garoua,medium_airport,GOU,9.33588981628418,13.370100021362305,CM
Bafoussam,medium_airport,BFX,5.536920070650001,10.354599952700001,CM
Bamenda,medium_airport,BPC,6.039239883422852,10.122599601745605,CM
Yaoundé,medium_airport,YAO,3.8360400199890137,11.523500442504883,CM
Yaoundé,medium_airport,NSI,3.722559928894043,11.553299903869629,CM
Chingola,medium_airport,CGJ,-12.572799682617,27.893899917603,ZM
Lusaka,medium_airport,,-15.4138002396,28.3306999207,ZM
Livingstone,medium_airport,LVI,-17.8218,25.822701,ZM
Lusaka,large_airport,LUN,-15.330833,28.452722,ZM
Mfuwe,medium_airport,MFU,-13.258899688720703,31.936599731445312,ZM
Mongu,medium_airport,MNR,-15.254500389099121,23.16230010986328,ZM
Ndola,medium_airport,NLA,-12.998512,28.664047,ZM
Kitwe,medium_airport,KIW,-12.900500297546387,28.149900436401367,ZM
Moroni,medium_airport,HAH,-11.5337,43.2719,KM
Fomboni,medium_airport,NWA,-12.2981,43.766399,KM
Ouani,medium_airport,AJN,-12.131047,44.430044,KM
Dzaoudzi,medium_airport,DZA,-12.809319,45.281815,YT
St Denis,large_airport,RUN,-20.8871,55.5103,RE
St Pierre,medium_airport,ZSE,-21.320899963378906,55.42499923706055,RE
Antananarivo,large_airport,TNR,-18.7969,47.478802,MG
Miandrivazo,medium_airport,ZVA,-19.562799,45.450802,MG
Vohilava,medium_airport,SMS,-17.093901,49.8158,MG
Toamasina,medium_airport,TMM,-18.109501,49.392502,MG
Morondava,medium_airport,MOQ,-20.2847,44.3176,MG
Antisiranana,medium_airport,DIE,-12.3494,49.291698,MG
Mananara Nord,medium_airport,WMR,-16.16390037536621,49.773799896240234,MG
,medium_airport,ZWA,-14.651700019836426,49.620601654052734,MG
Antsirabe,medium_airport,ANM,-14.9994,50.320202,MG
Analalava,medium_airport,HVA,-14.629514,47.763555,MG
Mahajanga,medium_airport,MJN,-15.666842,46.351233,MG
Nosy Be,medium_airport,NOS,-13.3121,48.3148,MG
Besalampy,medium_airport,BPY,-16.74453,44.482484,MG
Maroantsetra,medium_airport,WMN,-15.437742,49.689081,MG
Sambava,medium_airport,SVB,-14.2786,50.174702,MG
Vohemar,medium_airport,VOH,-13.3758,50.0028,MG
Antsohihy,medium_airport,WAI,-14.898799896240234,47.993900299072266,MG
Tôlanaro,medium_airport,FTU,-25.038099,46.9561,MG
Fianarantsoa,medium_airport,WFI,-21.441601,47.111698,MG
Manakara,medium_airport,WVK,-22.119699,48.021702,MG
Mananjary,medium_airport,MNJ,-21.201799,48.358299,MG
Morombe,medium_airport,MXM,-21.753837,43.374753,MG
Toliara,medium_airport,TLE,-23.3834,43.7285,MG
Mbanza Congo,medium_airport,SSY,-6.269899845123291,14.246999740600586,AO
Benguela,medium_airport,BUG,-12.609,13.4037,AO
Cabinda,medium_airport,CAB,-5.59699010848999,12.188400268554688,AO
Catumbela,medium_airport,CBT,-12.4792,13.4869,AO
Chitato,medium_airport,DUE,-7.400889873504639,20.818500518798828,AO
Ngiva,medium_airport,VPE,-17.0435009003,15.683799743700002,AO
Huambo,medium_airport,NOV,-12.808899879455566,15.760499954223633,AO
Kuito,medium_airport,SVP,-12.404600143433,16.947399139404,AO
Luanda,large_airport,LAD,-8.85837,13.2312,AO
Malanje,medium_airport,MEG,-9.525090217590332,16.312400817871094,AO
Menongue,medium_airport,SPP,-14.657600402832031,17.71980094909668,AO
Moçâmedes,medium_airport,MSZ,-15.2612,12.1468,AO
Negage,medium_airport,GXG,-7.754509925842285,15.287699699401855,AO
Port Amboim,medium_airport,PBN,-10.722000122070312,13.76550006866455,AO
Saurimo,medium_airport,VHC,-9.689069747924805,20.431900024414062,AO
Soyo,medium_airport,SZA,-6.141089916229248,12.371800422668457,AO
Sumbe,medium_airport,NDD,-11.167900085449219,13.84749984741211,AO
Lubango,medium_airport,SDD,-14.924699783325195,13.574999809265137,AO
Luena,medium_airport,LUO,-11.768099784851074,19.8976993560791,AO
Uige,medium_airport,UGO,-7.60306978225708,15.027799606323242,AO
Xangongo,medium_airport,XGN,-16.755399703979492,14.965299606323242,AO
Koulamoutou,medium_airport,KOU,-1.1846100091934,12.441300392151,GA
Mouila,medium_airport,MJL,-1.845139980316162,11.056699752807617,GA
Oyem,medium_airport,OYE,1.5431100130081177,11.581399917602539,GA
Okondja,medium_airport,OKN,-0.6652140021324158,13.673100471496582,GA
Lambarene,medium_airport,LBQ,-0.7043889760971069,10.245699882507324,GA
Bitam,medium_airport,BMM,2.0756399631500244,11.493200302124023,GA
Port Gentil,medium_airport,POG,-0.7117390036582947,8.754380226135254,GA
Omboue,medium_airport,OMB,-1.57473,9.26269,GA
Makokou,medium_airport,MKU,0.5792109966278076,12.890899658203125,GA
Libreville,medium_airport,LBV,0.458600014448,9.412280082699999,GA
Franceville,medium_airport,MVB,-1.6561599969863892,13.437999725341797,GA
São Tomé & Príncipe,medium_airport,PCP,1.66294,7.41174,ST
São Tomé,medium_airport,TMS,0.378175,6.71215,ST
Beira,medium_airport,BEW,-19.79640007019043,34.90760040283203,MZ
Chimoio,medium_airport,VPY,-19.15130043029785,33.42900085449219,MZ
Inhambane,medium_airport,INH,-23.8764,35.408501,MZ
Lichinga,medium_airport,VXC,-13.274,35.2663,MZ
Maputo,large_airport,MPM,-25.920799,32.572601,MZ
Mueda,medium_airport,MUD,-11.672900199890137,39.5630989074707,MZ
Mocímboa da Praia,medium_airport,MZB,-11.361800193786621,40.35490036010742,MZ
Nampula,medium_airport,APL,-15.105600357055664,39.28179931640625,MZ
Pemba / Porto Amelia,medium_airport,POL,-12.991762161254883,40.52401351928711,MZ
Quelimane,medium_airport,UEL,-17.855499267578125,36.86909866333008,MZ
Tete,medium_airport,TET,-16.104799270629883,33.640201568603516,MZ
Vilanculo,medium_airport,VNX,-22.018400192260742,35.31330108642578,MZ
Mahe Island,large_airport,SEZ,-4.67434,55.521801,SC
Grand Anse,medium_airport,PRI,-4.31929,55.691399,SC
Abeche,medium_airport,AEH,13.847,20.844299,TD
Moundou,medium_airport,MQQ,8.62441,16.0714,TD
N'Djamena,large_airport,NDJ,12.1337,15.034,TD
,medium_airport,FYT,17.917101,19.111099,TD
Bulawayo,medium_airport,BUQ,-20.017401,28.617901,ZW
Chiredzi,medium_airport,BFO,-21.008101,31.5786,ZW
Victoria Falls,medium_airport,VFA,-18.09589958190918,25.839000701904297,ZW
Harare,large_airport,HRE,-17.931801,31.0928,ZW
Kariba,medium_airport,KAB,-16.5198,28.885,ZW
Mutoko,medium_airport,,-17.431900024414062,32.18450164794922,ZW
Masvingo,medium_airport,MVZ,-20.055299758911133,30.859100341796875,ZW
Gweru,medium_airport,GWE,-19.436718,29.861945,ZW
Hwange,medium_airport,HWN,-18.629899978637695,27.020999908447266,ZW
Blantyre,medium_airport,BLZ,-15.679100036621094,34.9739990234375,MW
Dwangwa,medium_airport,DWA,-12.517527,34.131877,MW
Karonga,medium_airport,KGJ,-9.953570365905762,33.893001556396484,MW
Lilongwe,medium_airport,LLW,-13.7894001007,33.78099823,MW
Mangochi,medium_airport,MAI,-14.482999801635742,35.266998291015625,MW
Mzuzu,medium_airport,ZZU,-11.444700241088867,34.01179885864258,MW
Maseru,medium_airport,MSU,-29.462299346923828,27.552499771118164,LS
Arandis,medium_airport,ADI,-22.461875,14.979322,NA
Grootfontein,medium_airport,GFY,-19.60219955444336,18.122699737548828,NA
Keetmanshoop,medium_airport,KMP,-26.5398006439209,18.111400604248047,NA
Luderitz,medium_airport,LUD,-26.687400817871094,15.242899894714355,NA
Mariental,medium_airport,,-24.60540008544922,17.925399780273438,NA
Ondangwa,medium_airport,OND,-17.878201,15.9526,NA
Oranjemund,medium_airport,OMD,-28.5847,16.446699,NA
Rundu,medium_airport,NDU,-17.956499099731,19.719400405884,NA
Tsumeb,medium_airport,TSB,-19.26189994812,17.732500076294,NA
Walvis Bay,medium_airport,WVB,-22.9799,14.6453,NA
